,ctime,title,brief,content
100,2021-01-20 21:05:39,华东重机收关注函：要求说明公司是否已及时进行减值测试,【华东重机收关注函：要求说明公司是否已及时进行减值测试】财联社1月20日讯，华东重机收到深交所关注函，要求说明商誉减值迹象出现的具体时点以及判断依据，公司是否已及时进行减值测试；商誉减值测试方法、参数选取及依据存在的差异和合理性，以前年度商誉减值计提是否充分。,【华东重机收关注函：要求说明公司是否已及时进行减值测试】财联社1月20日讯，华东重机收到深交所关注函，要求说明商誉减值迹象出现的具体时点以及判断依据，公司是否已及时进行减值测试；商誉减值测试方法、参数选取及依据存在的差异和合理性，以前年度商誉减值计提是否充分。
101,2021-01-20 21:03:09,【公告全知道】锂电新秀狂砸超200亿投建产业基地扩产，公司产品直供特斯拉，机构给出增持评级，王牌产品2019年出货量占全球13.8%。,锂电新秀狂砸超200亿投建产业基地扩产，公司产品直供特斯拉，机构给出增持评级，王牌产品2019年出货量占全球13.8%。,锂电新秀狂砸超200亿投建产业基地扩产，公司产品直供特斯拉，机构给出增持评级，王牌产品2019年出货量占全球13.8%。
102,2021-01-20 21:00:15,,财联社1月20日讯，国内期货夜盘开盘，纯碱、焦炭涨超1%，菜粕、豆二、郑醇跌超1%。,财联社1月20日讯，国内期货夜盘开盘，纯碱、焦炭涨超1%，菜粕、豆二、郑醇跌超1%。
103,2021-01-20 20:51:44,【财联社早知道】光伏新增装机量超市场预期，创3年新高，今年有望完成80GW高目标，这些公司或将全年订单不断,"①光伏新增装机量超市场预期，创3年新高，今年有望完成80GW高目标，这些公司或将全年订单不断；
②春节疫情防控措施正式出台，核酸检测成为重中之重，哪些公司已成功研发检测产品？","①光伏新增装机量超市场预期，创3年新高，今年有望完成80GW高目标，这些公司或将全年订单不断；
②春节疫情防控措施正式出台，核酸检测成为重中之重，哪些公司已成功研发检测产品？"
104,2021-01-20 20:48:52,兰州大学牵头成功研发全生物可降解超级电容器,【兰州大学牵头成功研发全生物可降解超级电容器】财联社1月20日讯，兰州大学物理科学与技术学院联合美国休斯顿大学、兰州大学基础医学院成功研发了一种轻薄、柔性的全生物可降解超级电容器。该器件可在生物体内完全降解被吸收，经自然新陈代谢排出体外，无须二次手术移除。,【兰州大学牵头成功研发全生物可降解超级电容器】财联社1月20日讯，兰州大学物理科学与技术学院联合美国休斯顿大学、兰州大学基础医学院成功研发了一种轻薄、柔性的全生物可降解超级电容器。该器件可在生物体内完全降解被吸收，经自然新陈代谢排出体外，无须二次手术移除。
105,2021-01-20 20:46:34,泰坦股份：中签号出炉 共有97200个,【泰坦股份：中签号出炉 共有97200个】财联社1月20日讯，泰坦股份公告，中签号码共有97200个，每个中签号码只能认购500股泰坦股份A股股票。,【泰坦股份：中签号出炉 共有97200个】财联社1月20日讯，泰坦股份公告，中签号码共有97200个，每个中签号码只能认购500股泰坦股份A股股票。
106,2021-01-20 20:44:37,美好置业：控股股东目前正在筹划与公司产业链相关的重大交易事项,【美好置业：控股股东目前正在筹划与公司产业链相关的重大交易事项】财联社1月20日讯，美好置业公告，公司于2021年1月20日接到公司控股股东美好未来企业管理集团有限公司通知，公司控股股东目前正在筹划与公司产业链相关（涉及物业服务行业或建筑行业）的重大交易事项。鉴于目前尚处于筹划阶段，相关交易方式、交易标的及交易金额仍需进一步论证和沟通协商，公司及相关信息披露义务人将根据事项的进展情况，及时履行信息披露义务。相关事项能否实施尚存在重大不确定性，敬请广大投资者理性投资，注意风险。,【美好置业：控股股东目前正在筹划与公司产业链相关的重大交易事项】财联社1月20日讯，美好置业公告，公司于2021年1月20日接到公司控股股东美好未来企业管理集团有限公司通知，公司控股股东目前正在筹划与公司产业链相关（涉及物业服务行业或建筑行业）的重大交易事项。鉴于目前尚处于筹划阶段，相关交易方式、交易标的及交易金额仍需进一步论证和沟通协商，公司及相关信息披露义务人将根据事项的进展情况，及时履行信息披露义务。相关事项能否实施尚存在重大不确定性，敬请广大投资者理性投资，注意风险。
107,2021-01-20 20:41:50,创业板上市委：雷尔伟、荣信教育首发过会速达股份遭否,【创业板上市委：雷尔伟、荣信教育首发过会速达股份遭否】财联社1月20日讯，深交所消息，创业板上市委审议通过南京雷尔伟新技术股份有限公司、荣信教育文化产业发展股份有限公司首发申请，郑州速达工业机械服务股份有限公司首发申请遭否。创业板上市委要求速达股份进一步说明：郑煤机对发行人存在重大影响而不构成实际控制的理由；对郑煤机的依赖是否对公司的持续经营能力构成重大不利影响。,【创业板上市委：雷尔伟、荣信教育首发过会速达股份遭否】财联社1月20日讯，深交所消息，创业板上市委审议通过南京雷尔伟新技术股份有限公司、荣信教育文化产业发展股份有限公司首发申请，郑州速达工业机械服务股份有限公司首发申请遭否。创业板上市委要求速达股份进一步说明：郑煤机对发行人存在重大影响而不构成实际控制的理由；对郑煤机的依赖是否对公司的持续经营能力构成重大不利影响。
108,2021-01-20 20:34:40,指南针：拟推2021年限制性股票与股票期权激励计划,【指南针：拟推2021年限制性股票与股票期权激励计划】财联社1月20日讯，指南针发布2021年限制性股票与股票期权激励计划(草案)，拟授予激励对象的股票权益合计不超过408.88万股，占公告日公司股本总额的1.01%。公司拟向激励对象授予的限制性股票数量为256.2万股，约占公告日公司股本总额的0.63%；公司拟向激励对象授予152.68万份股票期权，占公告日公司股本总额的0.38%。该激励计划授予的限制性股票的授予价格为31.90元/股，授予的股票期权的行权价格为35.44元/份。该激励计划授予的激励对象总人数为384人。,【指南针：拟推2021年限制性股票与股票期权激励计划】财联社1月20日讯，指南针发布2021年限制性股票与股票期权激励计划(草案)，拟授予激励对象的股票权益合计不超过408.88万股，占公告日公司股本总额的1.01%。公司拟向激励对象授予的限制性股票数量为256.2万股，约占公告日公司股本总额的0.63%；公司拟向激励对象授予152.68万份股票期权，占公告日公司股本总额的0.38%。该激励计划授予的限制性股票的授予价格为31.90元/股，授予的股票期权的行权价格为35.44元/份。该激励计划授予的激励对象总人数为384人。
109,2021-01-20 20:33:02,德方纳米：子公司曲靖麟铁一个室外尾气吸收塔发生爆炸 事故不会对公司的生产经营造成重大不利影响,【德方纳米：子公司曲靖麟铁一个室外尾气吸收塔发生爆炸 事故不会对公司的生产经营造成重大不利影响】财联社1月20日讯，德方纳米公告，2021年1月20日上午10时左右，公司控股子公司曲靖市麟铁科技有限公司一个室外尾气吸收塔发生爆炸，目前救援已经结束。事故造成12人受伤，伤者均已送到医院救治。经初步分析，本次事故的主要原因为最近气温过低，设备故障导致尾气塔压力过高，阀门失效所致。事故发生后，公司立即启动应急预案，公司领导立即赶赴现场组织处置，做好员工救治、慰问、事故原因调查等善后工作，目前各项处置工作正有序进行。曲靖麟铁是公司的控股子公司，主营产品为磷酸铁锂，目前正处于试生产阶段；公司及其他子公司的生产经营正常。本次事故不会对公司的生产经营造成重大不利影响。,【德方纳米：子公司曲靖麟铁一个室外尾气吸收塔发生爆炸 事故不会对公司的生产经营造成重大不利影响】财联社1月20日讯，德方纳米公告，2021年1月20日上午10时左右，公司控股子公司曲靖市麟铁科技有限公司一个室外尾气吸收塔发生爆炸，目前救援已经结束。事故造成12人受伤，伤者均已送到医院救治。经初步分析，本次事故的主要原因为最近气温过低，设备故障导致尾气塔压力过高，阀门失效所致。事故发生后，公司立即启动应急预案，公司领导立即赶赴现场组织处置，做好员工救治、慰问、事故原因调查等善后工作，目前各项处置工作正有序进行。曲靖麟铁是公司的控股子公司，主营产品为磷酸铁锂，目前正处于试生产阶段；公司及其他子公司的生产经营正常。本次事故不会对公司的生产经营造成重大不利影响。
110,2021-01-20 20:31:18,摩根士丹利第四季度净营收136.4亿美元 同比增长26%,【摩根士丹利第四季度净营收136.4亿美元 同比增长26%】财联社1月20日讯，摩根士丹利第四季度净营收136.4亿美元，同比增长26%，分析师预估115.4亿美元。第四季度调整后每股收益1.92美元，上年同期1.20美元。,【摩根士丹利第四季度净营收136.4亿美元 同比增长26%】财联社1月20日讯，摩根士丹利第四季度净营收136.4亿美元，同比增长26%，分析师预估115.4亿美元。第四季度调整后每股收益1.92美元，上年同期1.20美元。
111,2021-01-20 20:28:03,必和必拓大幅减记澳大利亚动力煤资产价值,【必和必拓大幅减记澳大利亚动力煤资产价值】财联社1月20日讯，必和必拓（BHP）将大幅削减其澳大利亚动力煤资产的价值，减记金额最高将达到12.5亿美元。目前该公司正寻求处置该业务，把重心放在其他大宗商品上。这家全球最大的矿商去年8月宣布，计划出售或剥离新南威尔士能源煤炭部门，以及哥伦比亚一座煤矿的股份、一家生产另一种用于炼钢的煤炭的合资企业的股份。,【必和必拓大幅减记澳大利亚动力煤资产价值】财联社1月20日讯，必和必拓（BHP）将大幅削减其澳大利亚动力煤资产的价值，减记金额最高将达到12.5亿美元。目前该公司正寻求处置该业务，把重心放在其他大宗商品上。这家全球最大的矿商去年8月宣布，计划出售或剥离新南威尔士能源煤炭部门，以及哥伦比亚一座煤矿的股份、一家生产另一种用于炼钢的煤炭的合资企业的股份。
112,2021-01-20 20:24:30,1月20日周三《新闻联播》要闻16条,"【1月20日周三《新闻联播》要闻16条】财联社1月20日讯，今天《新闻联播》主要内容有：
1、习近平在北京河北考察并主持召开北京2022年冬奥会和冬残奥会筹办工作汇报会时强调，坚定信心奋发有为精益求精战胜困难，全力做好北京冬奥会冬残奥会筹办工作。
2、李克强主持召开国务院全体会议，讨论《政府工作报告（征求意见稿）》和《“十四五”规划和二〇三五年远景目标纲要（草案）（征求意见稿）》。
3、十三届全国人大常委会第二十五次会议在京举行。
4、十三届全国人大常委会第二十五次会议分组审议动物防疫法修订草案、行政处罚法修订草案等。
5、2020年全国实际使用外资规模创历史新高。
6、国务院联防联控机制印发《通知》，进一步做好当前新冠肺炎疫情防控工作。
7、国务院联防联控机制发布会介绍当前疫情以及春节前后疫情防控有关情况。
8、国家卫健委：昨日新增确诊病例103例，其中本土病例88例。
9、我国成功发射天通一号03星。
10、“十三五”全国累计办理出口退税70736亿元。
11、自然资源部督办和通报13起土地违法违规案件。
12、北京国际科技创新中心加快建设。
13、全球累计新冠确诊病例超9412万例。
14、美首都华盛顿进一步提升警戒级别。
15、欧盟通过战略文件强化欧元地位。
16、俄批评美对“北溪-2”的制裁野蛮非法。","【1月20日周三《新闻联播》要闻16条】财联社1月20日讯，今天《新闻联播》主要内容有：
1、习近平在北京河北考察并主持召开北京2022年冬奥会和冬残奥会筹办工作汇报会时强调，坚定信心奋发有为精益求精战胜困难，全力做好北京冬奥会冬残奥会筹办工作。
2、李克强主持召开国务院全体会议，讨论《政府工作报告（征求意见稿）》和《“十四五”规划和二〇三五年远景目标纲要（草案）（征求意见稿）》。
3、十三届全国人大常委会第二十五次会议在京举行。
4、十三届全国人大常委会第二十五次会议分组审议动物防疫法修订草案、行政处罚法修订草案等。
5、2020年全国实际使用外资规模创历史新高。
6、国务院联防联控机制印发《通知》，进一步做好当前新冠肺炎疫情防控工作。
7、国务院联防联控机制发布会介绍当前疫情以及春节前后疫情防控有关情况。
8、国家卫健委：昨日新增确诊病例103例，其中本土病例88例。
9、我国成功发射天通一号03星。
10、“十三五”全国累计办理出口退税70736亿元。
11、自然资源部督办和通报13起土地违法违规案件。
12、北京国际科技创新中心加快建设。
13、全球累计新冠确诊病例超9412万例。
14、美首都华盛顿进一步提升警戒级别。
15、欧盟通过战略文件强化欧元地位。
16、俄批评美对“北溪-2”的制裁野蛮非法。"
113,2021-01-20 20:23:26,昆仑万维业绩预告：2020年度净利润同比增长255%-294%,【昆仑万维业绩预告：2020年度净利润同比增长255%-294%】财联社1月20日讯，昆仑万维公告，预计2020年净利润为46亿-51亿元，同比增长255.18%-293.79%。报告期内，公司在2020年完成了出售GrindrInc.的股权转让，获得29.48亿元投资收益，使得本年净利润有大幅增加。,【昆仑万维业绩预告：2020年度净利润同比增长255%-294%】财联社1月20日讯，昆仑万维公告，预计2020年净利润为46亿-51亿元，同比增长255.18%-293.79%。报告期内，公司在2020年完成了出售GrindrInc.的股权转让，获得29.48亿元投资收益，使得本年净利润有大幅增加。
114,2021-01-20 20:21:33,交通运输部：春运期间严密防范疫情通过交通运输传播,【交通运输部：春运期间严密防范疫情通过交通运输传播】财联社1月20日讯，交通运输部印发关于2021年春运期间客运场站和交通运输工具新冠肺炎疫情分区分级防控指南的通知。通知提出，春运期间，地方各级交通运输主管部门要建立健全明查暗访与自检自查相结合的检查整改机制，督促客运经营者毫不放松落实客运场站和交通运输工具疫情防控措施。要坚持分区分级精准防控，当地出现疫情中、高风险地区的，要督促客运经营者立即执行相应风险等级的疫情防控要求，严密防范疫情通过交通运输传播。,【交通运输部：春运期间严密防范疫情通过交通运输传播】财联社1月20日讯，交通运输部印发关于2021年春运期间客运场站和交通运输工具新冠肺炎疫情分区分级防控指南的通知。通知提出，春运期间，地方各级交通运输主管部门要建立健全明查暗访与自检自查相结合的检查整改机制，督促客运经营者毫不放松落实客运场站和交通运输工具疫情防控措施。要坚持分区分级精准防控，当地出现疫情中、高风险地区的，要督促客运经营者立即执行相应风险等级的疫情防控要求，严密防范疫情通过交通运输传播。
115,2021-01-20 20:20:50,二连板爱迪尔：2020年度净利润预计亏损8.4亿元-9.5亿元 近期在积极引入战略投资者,【二连板爱迪尔：2020年度净利润预计亏损8.4亿元-9.5亿元 近期在积极引入战略投资者】财联社1月20日讯，爱迪尔公告，公司预计2020年度实现归属于上市公司股东的净利润为亏损8.4亿元-9.5亿元，上年同期为亏损3亿元。公司对多项资产计提了较大金额的减值。同时，公司股票交易异常波动公告称，近期在积极开展引入战略投资者莆田市国有资产投资有限公司的相关工作。但截至目前，本次引入战略投资者的交易定价、交易方案、持股比例等尚未明确，亦尚未取得莆田市政府的正式书面批复以及签署具有法律约束力的战略投资者引入协议等。,【二连板爱迪尔：2020年度净利润预计亏损8.4亿元-9.5亿元 近期在积极引入战略投资者】财联社1月20日讯，爱迪尔公告，公司预计2020年度实现归属于上市公司股东的净利润为亏损8.4亿元-9.5亿元，上年同期为亏损3亿元。公司对多项资产计提了较大金额的减值。同时，公司股票交易异常波动公告称，近期在积极开展引入战略投资者莆田市国有资产投资有限公司的相关工作。但截至目前，本次引入战略投资者的交易定价、交易方案、持股比例等尚未明确，亦尚未取得莆田市政府的正式书面批复以及签署具有法律约束力的战略投资者引入协议等。
116,2021-01-20 20:13:48,,财联社1月20日讯，德意志银行将特斯拉目标价从705美元上调至890美元。,财联社1月20日讯，德意志银行将特斯拉目标价从705美元上调至890美元。
117,2021-01-20 20:12:37,蓝盾股份：“与叙州区政府签20亿-30亿元投资协议”消息不准确,【蓝盾股份：“与叙州区政府签20亿-30亿元投资协议”消息不准确】财联社1月20日讯，蓝盾股份公告，媒体报道“公司与宜宾市叙州区签署了与当前主营业务相关的六份投资协议，共涉及签约金额20亿-30亿元”，经核实，上述报道不准确。公司1月18日召开新产品发布会，期间与叙州区政府就产业投资事项进行了洽谈，但暂无新签署媒体所称20亿-30亿元投资协议。另外，公司正在核实统计公司在量子通信领域的相关产品信息。,【蓝盾股份：“与叙州区政府签20亿-30亿元投资协议”消息不准确】财联社1月20日讯，蓝盾股份公告，媒体报道“公司与宜宾市叙州区签署了与当前主营业务相关的六份投资协议，共涉及签约金额20亿-30亿元”，经核实，上述报道不准确。公司1月18日召开新产品发布会，期间与叙州区政府就产业投资事项进行了洽谈，但暂无新签署媒体所称20亿-30亿元投资协议。另外，公司正在核实统计公司在量子通信领域的相关产品信息。
118,2021-01-20 20:08:43,国务院联防联控机制印发《通知》  要求进一步做好当前新冠肺炎疫情防控工作,【国务院联防联控机制印发《通知》  要求进一步做好当前新冠肺炎疫情防控工作】财联社1月20日讯，国务院联防联控机制日前印发《关于进一步做好当前新冠肺炎疫情防控工作的通知》，各地要对核酸检测能力再摸底、再提升，制定核酸检测组织工作预案，加强质量控制，对高风险人群定期开展检测。国家卫生健康委统筹调配机动检测队伍，支持能力薄弱地区；强化农村地区网格化管理，加强疫情监测，落实“村报告、乡采样、县检测”规定和相应的处置流程，严格落实首诊报告制度。,【国务院联防联控机制印发《通知》  要求进一步做好当前新冠肺炎疫情防控工作】财联社1月20日讯，国务院联防联控机制日前印发《关于进一步做好当前新冠肺炎疫情防控工作的通知》，各地要对核酸检测能力再摸底、再提升，制定核酸检测组织工作预案，加强质量控制，对高风险人群定期开展检测。国家卫生健康委统筹调配机动检测队伍，支持能力薄弱地区；强化农村地区网格化管理，加强疫情监测，落实“村报告、乡采样、县检测”规定和相应的处置流程，严格落实首诊报告制度。
119,2021-01-20 20:02:11,【机构调研】机构连续调研这家钽电容龙头，民品国产替代需求增大全年业绩接近翻倍,"①机构连续调研这家钽电容龙头，公司三个季度客户需求旺盛订单饱满，民品国产替代需求增大全年业绩接近翻倍；
②机构抱团调研这家注塑机巨头，公司第四季度创单季营业收入新高。","①机构连续调研这家钽电容龙头，公司三个季度客户需求旺盛订单饱满，民品国产替代需求增大全年业绩接近翻倍；
②机构抱团调研这家注塑机巨头，公司第四季度创单季营业收入新高。"
120,2021-01-20 19:57:44,海尔生物：拟出售参股公司股权 预计增加收益约3.49亿元,【海尔生物：拟出售参股公司股权 预计增加收益约3.49亿元】《科创板日报》20日讯，海尔生物公告，公司近日收到美国参股子公司Mesa的通知，Thermo Fisher拟收购Mesa全部股权，且已签署了适用美国特拉华州法律的并购协议。基于上述安排，公司拟向Thermo Fisher出售所持Mesa全部17.11%的股权。此次交易预计将增加公司2021年度税前投资收益约3.49亿元。,【海尔生物：拟出售参股公司股权 预计增加收益约3.49亿元】《科创板日报》20日讯，海尔生物公告，公司近日收到美国参股子公司Mesa的通知，Thermo Fisher拟收购Mesa全部股权，且已签署了适用美国特拉华州法律的并购协议。基于上述安排，公司拟向Thermo Fisher出售所持Mesa全部17.11%的股权。此次交易预计将增加公司2021年度税前投资收益约3.49亿元。
121,2021-01-20 19:57:24,南昌电信、西安移动等10家企业被纳入电信经营不良名单,【南昌电信、西安移动等10家企业被纳入电信经营不良名单】财联社1月20日讯，2020年四季度10家企业被纳入电信业务经营不良名单，涉及中国电信股份有限公司南昌分公司、中国移动通信集团陕西有限公司西安分公司、深圳市创梦天地科技有限公司等。,【南昌电信、西安移动等10家企业被纳入电信经营不良名单】财联社1月20日讯，2020年四季度10家企业被纳入电信业务经营不良名单，涉及中国电信股份有限公司南昌分公司、中国移动通信集团陕西有限公司西安分公司、深圳市创梦天地科技有限公司等。
122,2021-01-20 19:53:50,,财联社1月20日讯，黑龙江哈尔滨新增1例新冠肺炎确诊病例、新增21例无症状感染者。,财联社1月20日讯，黑龙江哈尔滨新增1例新冠肺炎确诊病例、新增21例无症状感染者。
123,2021-01-20 19:52:43,安必平：拟推200万股限制性股票激励计划,【安必平：拟推200万股限制性股票激励计划】《科创板日报》20日讯，安必平披露2021年限制性股票激励计划(草案)，该激励计划拟向激励对象授予200万股限制性股票，约占公司股本总额的2.14%。其中首次授予170.3万股，约占公司股本总额的1.82%，首次授予部分占此次授予权益总额的85.15%。该计划首次授予的限制性股票授予价格为每股31元。该计划首次授予的激励对象共计129人。,【安必平：拟推200万股限制性股票激励计划】《科创板日报》20日讯，安必平披露2021年限制性股票激励计划(草案)，该激励计划拟向激励对象授予200万股限制性股票，约占公司股本总额的2.14%。其中首次授予170.3万股，约占公司股本总额的1.82%，首次授予部分占此次授予权益总额的85.15%。该计划首次授予的限制性股票授予价格为每股31元。该计划首次授予的激励对象共计129人。
124,2021-01-20 19:51:58,华神科技：拟定增募资不超过3亿元,【华神科技：拟定增募资不超过3亿元】财联社1月20日讯，华神科技公告，拟定增募资不超过3亿元，扣除发行费用后将全部用于补充流动资金，本次非公开发行的发行对象为成都远泓生物科技有限公司。,【华神科技：拟定增募资不超过3亿元】财联社1月20日讯，华神科技公告，拟定增募资不超过3亿元，扣除发行费用后将全部用于补充流动资金，本次非公开发行的发行对象为成都远泓生物科技有限公司。
125,2021-01-20 19:49:40,埃及与卡塔尔同意恢复外交关系,【埃及与卡塔尔同意恢复外交关系】财联社1月20日讯，埃及外交部20日发表声明说，埃及与卡塔尔当天同意恢复外交关系。,【埃及与卡塔尔同意恢复外交关系】财联社1月20日讯，埃及外交部20日发表声明说，埃及与卡塔尔当天同意恢复外交关系。
126,2021-01-20 19:47:56,永福股份：拟推836万股限制性股票激励计划,【永福股份：拟推836万股限制性股票激励计划】财联社1月20日讯，永福股份披露第一期限制性股票激励计划(草案)，该激励计划拟向激励对象授予的限制性股票总量为836.00万股，占该激励计划草案公告时公司股本总额1.82亿股的4.59%。,【永福股份：拟推836万股限制性股票激励计划】财联社1月20日讯，永福股份披露第一期限制性股票激励计划(草案)，该激励计划拟向激励对象授予的限制性股票总量为836.00万股，占该激励计划草案公告时公司股本总额1.82亿股的4.59%。
127,2021-01-20 19:40:36,多家百亿级私募正抓紧发行新产品 淡水泉一口气备案21只产品,【多家百亿级私募正抓紧发行新产品 淡水泉一口气备案21只产品】财联社1月20日讯，多家百亿级私募透露，近期正紧锣密鼓抓紧发行新产品，以抓住春节前这个较好的时间窗口。中基协数据显示，截至1月20日，淡水泉今年以来已经备案了21只产品，宁泉资产更是发出了100亿规模的爆款产品，石锋资产的产品也遭到抢购。多位业内人士直言，百亿级私募内部竞争非常激烈，如果现在不跟上发行节奏，很有可能掉队，所以春节前是大家发行较为集中的时间。 (上证报),【多家百亿级私募正抓紧发行新产品 淡水泉一口气备案21只产品】财联社1月20日讯，多家百亿级私募透露，近期正紧锣密鼓抓紧发行新产品，以抓住春节前这个较好的时间窗口。中基协数据显示，截至1月20日，淡水泉今年以来已经备案了21只产品，宁泉资产更是发出了100亿规模的爆款产品，石锋资产的产品也遭到抢购。多位业内人士直言，百亿级私募内部竞争非常激烈，如果现在不跟上发行节奏，很有可能掉队，所以春节前是大家发行较为集中的时间。 (上证报)
128,2021-01-20 19:38:08,东宏股份：拟推2021年限制性股票激励计划,【东宏股份：拟推2021年限制性股票激励计划】财联社1月20日讯，东宏股份披露2021年限制性股票激励计划(草案)，本激励计划拟授予的限制性股票数量185万股，约占公司股本总额的0.72%。本激励计划授予涉及的激励对象共计29人。限制性股票的授予价格为每股6.33元。,【东宏股份：拟推2021年限制性股票激励计划】财联社1月20日讯，东宏股份披露2021年限制性股票激励计划(草案)，本激励计划拟授予的限制性股票数量185万股，约占公司股本总额的0.72%。本激励计划授予涉及的激励对象共计29人。限制性股票的授予价格为每股6.33元。
129,2021-01-20 19:35:43,中煤协：煤炭供需“最紧张的时候可能快要过去了”,【中煤协：煤炭供需“最紧张的时候可能快要过去了”】财联社1月20日讯，去年四季度以来，全国煤炭市场走势超出业内预期。目前来看，煤炭供需“最紧张的时候可能快要过去了”。1月20日“2021年1月份煤炭市场运行发布会”上，中国煤炭工业协会新闻发言人张宏作出上述判断。中国煤炭工业协会预计一季度在经济持续恢复、气温逐步回升、春节假日因素等多种因素共同影响下，煤炭需求有望先增后降，煤炭供应将总体稳定，煤炭价格将高位回调。后期随着气温的逐渐回升，煤炭市场供需偏紧局面将逐步缓解。 (经济观察网),【中煤协：煤炭供需“最紧张的时候可能快要过去了”】财联社1月20日讯，去年四季度以来，全国煤炭市场走势超出业内预期。目前来看，煤炭供需“最紧张的时候可能快要过去了”。1月20日“2021年1月份煤炭市场运行发布会”上，中国煤炭工业协会新闻发言人张宏作出上述判断。中国煤炭工业协会预计一季度在经济持续恢复、气温逐步回升、春节假日因素等多种因素共同影响下，煤炭需求有望先增后降，煤炭供应将总体稳定，煤炭价格将高位回调。后期随着气温的逐渐回升，煤炭市场供需偏紧局面将逐步缓解。 (经济观察网)
130,2021-01-20 19:32:51,新奥股份：拟向激励对象授予1834万股限制性股票,【新奥股份：拟向激励对象授予1834万股限制性股票】财联社1月20日讯，新奥股份发布2021年限制性股票激励计划(草案)，拟向激励对象授予1834.0068万股公司限制性股票，涉及的标的股票种类为人民币A股普通股，约占公告时公司股本总额的0.71%。其中首次授予1741万股，占公司股本总额的0.67%，占拟授予权益总额的94.93%。首次授予部分涉及的激励对象共计50人。首次及预留限制性股票的授予价格为每股7.03元。,【新奥股份：拟向激励对象授予1834万股限制性股票】财联社1月20日讯，新奥股份发布2021年限制性股票激励计划(草案)，拟向激励对象授予1834.0068万股公司限制性股票，涉及的标的股票种类为人民币A股普通股，约占公告时公司股本总额的0.71%。其中首次授予1741万股，占公司股本总额的0.67%，占拟授予权益总额的94.93%。首次授予部分涉及的激励对象共计50人。首次及预留限制性股票的授予价格为每股7.03元。
131,2021-01-20 19:29:59,弘信电子：拟向激励对象授予限制性股票1220万股,【弘信电子：拟向激励对象授予限制性股票1220万股】财联社1月20日讯，弘信电子发布2021年限制性股票激励计划(草案)，拟向激励对象授予的限制性股票总量为1220万股，占公告时公司股本总额的3.57%。,【弘信电子：拟向激励对象授予限制性股票1220万股】财联社1月20日讯，弘信电子发布2021年限制性股票激励计划(草案)，拟向激励对象授予的限制性股票总量为1220万股，占公告时公司股本总额的3.57%。
132,2021-01-20 19:27:43,,财联社1月20日讯，李克强主持召开国务院全体会议，讨论《政府工作报告（征求意见稿）》和《“十四五”规划和二〇三五年远景目标纲要（草案）（征求意见稿）》。,财联社1月20日讯，李克强主持召开国务院全体会议，讨论《政府工作报告（征求意见稿）》和《“十四五”规划和二〇三五年远景目标纲要（草案）（征求意见稿）》。
133,2021-01-20 19:24:50,东南网架：终止回购股份 累计回购1.3亿元,【东南网架：终止回购股份 累计回购1.3亿元】财联社1月20日讯，东南网架公告，终止回购公司股份，此前公司拟回购2.5亿元-5亿元，目前已回购1.3亿元。,【东南网架：终止回购股份 累计回购1.3亿元】财联社1月20日讯，东南网架公告，终止回购公司股份，此前公司拟回购2.5亿元-5亿元，目前已回购1.3亿元。
134,2021-01-20 19:24:20,宁德时代回应合资工厂爆炸：未参与生产运营,【宁德时代回应合资工厂爆炸：未参与生产运营】财联社1月20日讯，曲靖市磷铁科技有限公司厂区一尾气回收塔发生爆炸，目前现场救援已结束。事故造成12人受伤。曲靖市麟铁科技为宁德时代新能源科技股份有限公司与深圳市德方纳米科技股份有限公司合资设立，双方分别持股40%和60%。宁德时代相关人士回应上述事件：我们仅是参股，未参与生产运营。,【宁德时代回应合资工厂爆炸：未参与生产运营】财联社1月20日讯，曲靖市磷铁科技有限公司厂区一尾气回收塔发生爆炸，目前现场救援已结束。事故造成12人受伤。曲靖市麟铁科技为宁德时代新能源科技股份有限公司与深圳市德方纳米科技股份有限公司合资设立，双方分别持股40%和60%。宁德时代相关人士回应上述事件：我们仅是参股，未参与生产运营。
135,2021-01-20 19:22:00,大富科技：拟以5000万元-1亿元回购股份,【大富科技：拟以5000万元-1亿元回购股份】财联社1月20日讯，大富科技公告，拟以5000万元-1亿元回购股份，用于实施股权激励或员工持股计划，回购价格不超过人民币15.50元/股。,【大富科技：拟以5000万元-1亿元回购股份】财联社1月20日讯，大富科技公告，拟以5000万元-1亿元回购股份，用于实施股权激励或员工持股计划，回购价格不超过人民币15.50元/股。
136,2021-01-20 19:21:39,科大智能：拟向安徽省投资集团转让两子公司80%股权,【科大智能：拟向安徽省投资集团转让两子公司80%股权】财联社1月20日讯，科大智能公告，公司全资子公司科大智能机器人技术有限公司拟将其持有的全资子公司上海泾申、上海泗卓各80%股权转让给安徽省投资集团全资子公司裕安投资。截止评估基准日，上海泾申和上海泗卓股东全部权益评估价值总计为人民币7.99亿元。,【科大智能：拟向安徽省投资集团转让两子公司80%股权】财联社1月20日讯，科大智能公告，公司全资子公司科大智能机器人技术有限公司拟将其持有的全资子公司上海泾申、上海泗卓各80%股权转让给安徽省投资集团全资子公司裕安投资。截止评估基准日，上海泾申和上海泗卓股东全部权益评估价值总计为人民币7.99亿元。
